Recipe Public Food Key,Food Name,Total Weight Change (%),Public Food Key,Ingredient Weight (g),Retention Factor ID
F006277,"Orange, peeled, raw",0.0,F006276,70.0,0
F006277,"Orange, peeled, raw",0.0,F006279,30.0,0
F006332,"Passionfruit, pulp, canned",0.0,F006333,50.0,0
F006332,"Passionfruit, pulp, canned",0.0,F008976,17.0,0
F006332,"Passionfruit, pulp, canned",0.0,F009527,33.0,0
F006553,"Peach, canned in pear juice",0.0,F006554,60.0,0
F006553,"Peach, canned in pear juice",0.0,F006555,40.0,0
F006593,"Pear, canned in pear juice",0.0,F006594,59.0,0
F006593,"Pear, canned in pear juice",0.0,F006595,39.0,0
F006825,"Plum, dark, canned in syrup",0.0,F006826,49.0,0
F006825,"Plum, dark, canned in syrup",0.0,F006827,45.0,0
F007618,"Raspberry, purchased frozen",0.0,F007619,100.0,156
F007614,"Raspberry, canned in syrup",0.0,F007615,41.0,0
F007614,"Raspberry, canned in syrup",0.0,F007616,59.0,0
F008951,"Strawberry, purchased frozen",0.0,F008952,100.0,156
F008945,"Strawberry, canned in syrup",0.0,F008946,43.0,0
F008945,"Strawberry, canned in syrup",0.0,F008947,57.0,0
F000452,"Bean, red kidney, fresh, boiled, drained",-7.0,F000453,100.0,501
F002882,"Chickpea, desi, dried, boiled, drained",175.0,F002881,100.0,0
F005182,"Lentil, hulled, dry",0.0,F005184,100.0,0
F005182,"Lentil, hulled, dry",0.0,F005181,100.0,0
F005182,"Lentil, hulled, dry",0.0,F005178,100.0,0
F005177,"Lentil, dried, boiled, drained",250.0,F005182,100.0,501
F000516,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, raw",0.0,F000514,97.0,0
F000516,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, raw",0.0,F000473,3.0,0
F000515,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, casseroled, no added fat",0.0,F000513,95.0,0
F000515,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, casseroled, no added fat",0.0,F000472,5.0,0
F000517,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",0.0,F000513,83.0,0
F000517,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",0.0,F000472,17.0,0
F000518,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",0.0,F000514,94.0,0
F000518,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",0.0,F000473,6.0,0
F000504,"Beef, boneless dice or strips, lean, raw",0.0,F000561,50.0,0
F000504,"Beef, boneless dice or strips, lean, raw",0.0,F000931,50.0,0
F000505,"Beef, boneless dice or strips, lean, stir-fried, no added fat",0.0,F000929,50.0,0
F000505,"Beef, boneless dice or strips, lean, stir-fried, no added fat",0.0,F000560,50.0,0
F000503,"Beef, boneless dice or strips, lean, casseroled, no added fat",0.0,F000559,50.0,0
F000503,"Beef, boneless dice or strips, lean, casseroled, no added fat",0.0,F000934,50.0,0
F000507,"Beef, boneless dice or strips, untrimmed, raw",0.0,F000564,50.0,0
F000507,"Beef, boneless dice or strips, untrimmed, raw",0.0,F000933,50.0,0
F000508,"Beef, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F000563,50.0,0
F000508,"Beef, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F000932,50.0,0
F000506,"Beef, boneless dice or strips, untrimmed, casseroled, no added fat",0.0,F000935,50.0,0
F000506,"Beef, boneless dice or strips, untrimmed, casseroled, no added fat",0.0,F000562,50.0,0
F000519,"Beef, casserole meat, boneless or bone-in, blade, lean, casseroled",-27.5,F000826,100.0,703
F000827,"Beef, steak, boneless or bone-in, blade, semi-trimmed, raw",0.0,F000826,93.8,0
F000827,"Beef, steak, boneless or bone-in, blade, semi-trimmed, raw",0.0,F000473,6.2,0
F000878,"Beef, steak, boneless or bone-in, blade, semi-trimmed, grilled, no added fat",0.0,F000877,94.56,0
F000878,"Beef, steak, boneless or bone-in, blade, semi-trimmed, grilled, no added fat",0.0,F000472,5.44,0
F000520,"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled",0.0,F000519,94.56,0
F000520,"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled",0.0,F000472,5.44,0
F000828,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",0.0,F000826,88.33,0
F000828,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",0.0,F000473,11.67,0
F000879,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",0.0,F000877,91.51,0
F000879,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",0.0,F000472,8.49,0
F000521,"Beef, casserole meat, boneless, blade, untrimmed, casseroled",0.0,F000519,91.51,0
F000521,"Beef, casserole meat, boneless, blade, untrimmed, casseroled",0.0,F000472,8.49,0
F009782,"Beef, casserole meat, boneless, blade or chuck, lean, raw",0.0,F000826,50.0,0
F009782,"Beef, casserole meat, boneless, blade or chuck, lean, raw",0.0,F000523,50.0,0
F009785,"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat",0.0,F000519,50.0,0
F009785,"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat",0.0,F000522,50.0,0
F009783,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw",0.0,F000827,50.0,0
F009783,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw",0.0,F000525,50.0,0
F009786,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled",0.0,F000520,50.0,0
F009786,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled",0.0,F000524,50.0,0
F009784,"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw",0.0,F000828,50.0,0
F009784,"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw",0.0,F000527,50.0,0
F009787,"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat",0.0,F000521,50.0,0
F009787,"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat",0.0,F000526,50.0,0
F000525,"Beef, casserole meat, boneless, chuck, semi-trimmed, raw",0.0,F000523,91.0,0
F000525,"Beef, casserole meat, boneless, chuck, semi-trimmed, raw",0.0,F000473,9.0,0
F000524,"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled",0.0,F000472,8.0,0
F000524,"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled",0.0,F000522,92.0,0
F000527,"Beef, casserole meat, boneless, chuck, untrimmed, raw",0.0,F000523,87.84,0
F000527,"Beef, casserole meat, boneless, chuck, untrimmed, raw",0.0,F000473,12.16,0
F000526,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",0.0,F000522,90.04,0
F000526,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",0.0,F000472,9.96,0
F000559,"Beef, diced, lean, casseroled, no added fat",-23.5,F000561,100.0,703
F000564,"Beef, diced, untrimmed, raw",0.0,F000561,97.92,0
F000564,"Beef, diced, untrimmed, raw",0.0,F000473,2.08,0
F000563,"Beef, diced, untrimmed, dry-fried, no added fat",0.0,F000560,98.51,0
F000563,"Beef, diced, untrimmed, dry-fried, no added fat",0.0,F000472,1.49,0
F000562,"Beef, diced, untrimmed, casseroled, no added fat",0.0,F000559,98.51,0
F000562,"Beef, diced, untrimmed, casseroled, no added fat",0.0,F000472,1.49,0
F009781,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, raw",0.0,F000473,5.0,0
F009781,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, raw",0.0,F000836,95.0,0
F000837,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, grilled, no added fat",0.0,F000472,2.38,0
F000837,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, grilled, no added fat",0.0,F000835,97.62,0
F000839,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",0.0,F000473,7.36,0
F000839,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",0.0,F000836,92.64,0
F000838,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",0.0,F000472,6.59,0
F000838,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",0.0,F000835,93.4,0
F000665,"Beef, mince, lower fat, casseroled, no added fat",-20.0,F000666,100.0,751
F000704,"Beef, roasting piece, silverside or topside, lean, raw",0.0,F000792,50.0,0
F000704,"Beef, roasting piece, silverside or topside, lean, raw",0.0,F000963,50.0,0
F000705,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat",0.0,F000793,50.0,0
F000705,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat",0.0,F000962,50.0,0
F000706,"Beef, roasting piece, silverside or topside, semi-trimmed, raw",0.0,F000963,50.0,0
F000706,"Beef, roasting piece, silverside or topside, semi-trimmed, raw",0.0,F000795,50.0,0
F000707,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat",0.0,F000796,50.0,0
F000707,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat",0.0,F000964,50.0,0
F000708,"Beef, roasting piece, silverside or topside, untrimmed, raw",0.0,F000798,50.0,0
F000708,"Beef, roasting piece, silverside or topside, untrimmed, raw",0.0,F000966,50.0,0
F000709,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat",0.0,F000799,50.0,0
F000709,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat",0.0,F000967,50.0,0
F000843,"Beef, steak, boneless, round, semi-trimmed, raw",0.0,F000473,5.1,0
F000843,"Beef, steak, boneless, round, semi-trimmed, raw",0.0,F000841,94.9,0
F000842,"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",0.0,F000472,2.46,0
F000842,"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",0.0,F000840,97.54,0
F000845,"Beef, steak, boneless, round, untrimmed, raw",0.0,F000473,7.2,0
F000845,"Beef, steak, boneless, round, untrimmed, raw",0.0,F000841,92.8,0
F000844,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",0.0,F000472,4.82,0
F000844,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",0.0,F000840,95.17,0
F000752,"Beef, rump steak, semi-trimmed, raw",0.0,F000739,95.3,0
F000752,"Beef, rump steak, semi-trimmed, raw",0.0,F000473,4.7,0
F000751,"Beef, rump steak, semi-trimmed, grilled, no added fat",0.0,F000738,94.16,0
F000751,"Beef, rump steak, semi-trimmed, grilled, no added fat",0.0,F000472,5.84,0
F000765,"Beef, rump steak, untrimmed, raw",0.0,F000739,82.0,0
F000765,"Beef, rump steak, untrimmed, raw",0.0,F000473,18.0,0
F000764,"Beef, rump steak, untrimmed, grilled, no added fat",0.0,F000472,12.47,0
F000764,"Beef, rump steak, untrimmed, grilled, no added fat",0.0,F000738,87.52,0
F000830,"Beef, steak, boneless rump or sirloin, lean, raw",0.0,F000739,50.0,0
F000830,"Beef, steak, boneless rump or sirloin, lean, raw",0.0,F000810,50.0,0
F000829,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",0.0,F000809,50.0,0
F000829,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",0.0,F000738,50.0,0
F000832,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",0.0,F000752,50.0,0
F000832,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",0.0,F000818,50.0,0
F000831,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",0.0,F000751,50.0,0
F000831,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",0.0,F000817,50.0,0
F000834,"Beef, steak, boneless rump or sirloin, untrimmed, raw",0.0,F000765,50.0,0
F000834,"Beef, steak, boneless rump or sirloin, untrimmed, raw",0.0,F000825,50.0,0
F000833,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",0.0,F000764,50.0,0
F000833,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",0.0,F000824,50.0,0
F000849,"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",0.0,F000847,87.65,0
F000849,"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",0.0,F000473,12.35,0
F000848,"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",0.0,F000846,90.36,0
F000848,"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",0.0,F000472,9.64,0
F000851,"Beef, steak, boneless, scotch fillet, untrimmed, raw",0.0,F000847,80.98,0
F000851,"Beef, steak, boneless, scotch fillet, untrimmed, raw",0.0,F000473,19.02,0
F000850,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",0.0,F000846,84.74,0
F000850,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",0.0,F000472,15.27,0
F000795,"Beef, silverside roast, semi-trimmed, raw",0.0,F000792,96.33,0
F000795,"Beef, silverside roast, semi-trimmed, raw",0.0,F000473,3.67,0
F000796,"Beef, silverside roast, semi-trimmed, roasted, no added fat",0.0,F000472,2.37,0
F000796,"Beef, silverside roast, semi-trimmed, roasted, no added fat",0.0,F000793,97.63,0
F000798,"Beef, silverside roast, untrimmed, raw",0.0,F000792,89.12,0
F000798,"Beef, silverside roast, untrimmed, raw",0.0,F000473,10.88,0
F000799,"Beef, silverside roast, untrimmed, roasted, no added fat",0.0,F000793,91.99,0
F000799,"Beef, silverside roast, untrimmed, roasted, no added fat",0.0,F000472,8.01,0
F000818,"Beef, sirloin steak, semi-trimmed, raw",0.0,F000810,94.02,0
F000818,"Beef, sirloin steak, semi-trimmed, raw",0.0,F000473,5.98,0
F000817,"Beef, sirloin steak, semi-trimmed, grilled, no added fat",0.0,F000809,94.77,0
F000817,"Beef, sirloin steak, semi-trimmed, grilled, no added fat",0.0,F000472,5.23,0
F000825,"Beef, sirloin steak, untrimmed, raw",0.0,F000810,77.49,0
F000825,"Beef, sirloin steak, untrimmed, raw",0.0,F000473,22.51,0
F000824,"Beef, sirloin steak, untrimmed, grilled, no added fat",0.0,F000809,79.01,0
F000824,"Beef, sirloin steak, untrimmed, grilled, no added fat",0.0,F000472,20.99,0
F000934,"Beef, strips, lean, casseroled, no added fat",-27.5,F000931,100.0,703
F000933,"Beef, stir-fry strips, untrimmed, raw",0.0,F000931,98.81,0
F000933,"Beef, stir-fry strips, untrimmed, raw",0.0,F000473,1.19,0
F000932,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",0.0,F000929,99.2,0
F000932,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",0.0,F000472,0.8,0
F000935,"Beef, strips, untrimmed, casseroled, no added fat",0.0,F000934,99.2,0
F000935,"Beef, strips, untrimmed, casseroled, no added fat",0.0,F000472,0.8,0
F000881,"Beef, steak, with bone, T-bone or blade, lean, raw",0.0,F000887,50.0,0
F000881,"Beef, steak, with bone, T-bone or blade, lean, raw",0.0,F000826,50.0,0
F000880,"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",0.0,F000877,50.0,0
F000880,"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",0.0,F000886,50.0,0
F000883,"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",0.0,F000827,50.0,0
F000883,"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",0.0,F000889,50.0,0
F000882,"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",0.0,F000878,50.0,0
F000882,"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",0.0,F000888,50.0,0
F000885,"Beef, steak, with bone, T-bone or blade, untrimmed, raw",0.0,F000828,50.0,0
F000885,"Beef, steak, with bone, T-bone or blade, untrimmed, raw",0.0,F000891,50.0,0
F000884,"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",0.0,F000879,50.0,0
F000884,"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",0.0,F000890,50.0,0
F000889,"Beef, steak, with bone, T-bone, semi-trimmed, raw",0.0,F000887,87.39,0
F000889,"Beef, steak, with bone, T-bone, semi-trimmed, raw",0.0,F000473,12.61,0
F000888,"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",0.0,F000886,88.12,0
F000888,"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",0.0,F000472,11.88,0
F000891,"Beef, steak, with bone, T-bone, untrimmed, raw",0.0,F000887,74.82,0
F000891,"Beef, steak, with bone, T-bone, untrimmed, raw",0.0,F000473,25.18,0
F000890,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",0.0,F000886,79.36,0
F000890,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",0.0,F000472,20.64,0
F000963,"Beef, topside roast, semi-trimmed, raw",0.0,F000961,96.58,0
F000963,"Beef, topside roast, semi-trimmed, raw",0.0,F000473,3.42,0
F000964,"Beef, topside roast, semi-trimmed, roasted, no added fat",0.0,F000962,96.42,0
F000964,"Beef, topside roast, semi-trimmed, roasted, no added fat",0.0,F000472,3.58,0
F000966,"Beef, topside roast, untrimmed, raw",0.0,F000961,90.38,0
F000966,"Beef, topside roast, untrimmed, raw",0.0,F000473,9.62,0
F000967,"Beef, topside roast, untrimmed, roasted, no added fat",0.0,F000962,91.92,0
F000967,"Beef, topside roast, untrimmed, roasted, no added fat",0.0,F000472,8.08,0
F009361,"Veal, boneless dice or strips, lean, raw",0.0,F009438,50.0,0
F009361,"Veal, boneless dice or strips, lean, raw",0.0,F009379,50.0,0
F009362,"Veal, boneless dice or strips, lean, stir-fried, no added fat",0.0,F009439,50.0,0
F009362,"Veal, boneless dice or strips, lean, stir-fried, no added fat",0.0,F009380,50.0,0
F009363,"Veal, boneless dice or strips, untrimmed, raw",0.0,F009381,50.0,0
F009363,"Veal, boneless dice or strips, untrimmed, raw",0.0,F009440,50.0,0
F009364,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F009382,50.0,0
F009364,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F009441,50.0,0
F009372,"Veal, cutlet, with bone, semi-trimmed, raw",0.0,F009370,94.34,0
F009372,"Veal, cutlet, with bone, semi-trimmed, raw",0.0,F009360,5.66,0
F009371,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat",0.0,F009369,92.8,0
F009371,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat",0.0,F009359,7.2,0
F009374,"Veal, cutlet, with bone, untrimmed, raw",0.0,F009370,93.19,0
F009374,"Veal, cutlet, with bone, untrimmed, raw",0.0,F009360,6.81,0
F009373,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",0.0,F009369,92.1,0
F009373,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",0.0,F009359,7.9,0
F009381,"Veal, diced, untrimmed, raw",0.0,F009379,98.17,0
F009381,"Veal, diced, untrimmed, raw",0.0,F009360,1.83,0
F009382,"Veal, diced, untrimmed, stir-fried, no added fat",0.0,F009380,97.21,0
F009382,"Veal, diced, untrimmed, stir-fried, no added fat",0.0,F009359,2.79,0
F009435,"Veal, steak, boneless, leg, untrimmed, raw",0.0,F009433,98.73,0
F009435,"Veal, steak, boneless, leg, untrimmed, raw",0.0,F009360,1.27,0
F009434,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",0.0,F009432,97.82,0
F009434,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",0.0,F009359,2.18,0
F009440,"Veal, stir-fry strips, untrimmed, raw",0.0,F009438,98.29,0
F009440,"Veal, stir-fry strips, untrimmed, raw",0.0,F009360,1.71,0
F009441,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",0.0,F009439,98.97,0
F009441,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat",0.0,F009359,1.03,0
F004846,"Lamb, boneless, fillet or loin, untrimmed, raw",0.0,F004956,50.0,0
F004846,"Lamb, boneless, fillet or loin, untrimmed, raw",0.0,F004951,50.0,0
F004845,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat",0.0,F004955,50.0,0
F004845,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat",0.0,F004950,50.0,0
F004844,"Lamb, boneless, fillet or loin, lean, raw",0.0,F004954,50.0,0
F004844,"Lamb, boneless, fillet or loin, lean, raw",0.0,F004948,50.0,0
F004843,"Lamb, boneless, fillet or loin, lean, grilled, no added fat",0.0,F004953,50.0,0
F004843,"Lamb, boneless, fillet or loin, lean, grilled, no added fat",0.0,F004947,50.0,0
F004890,"Lamb, chop, with bone, loin or chump, lean, raw",0.0,F004899,50.0,0
F004890,"Lamb, chop, with bone, loin or chump, lean, raw",0.0,F005027,50.0,0
F004889,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat",0.0,F004898,50.0,0
F004889,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat",0.0,F005026,50.0,0
F004892,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw",0.0,F004908,50.0,0
F004892,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw",0.0,F005037,50.0,0
F004891,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat",0.0,F004907,50.0,0
F004891,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat",0.0,F005036,50.0,0
F004894,"Lamb, chop, with bone, loin or chump, untrimmed, raw",0.0,F004911,50.0,0
F004894,"Lamb, chop, with bone, loin or chump, untrimmed, raw",0.0,F005044,50.0,0
F004893,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat",0.0,F004910,50.0,0
F004893,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat",0.0,F005043,50.0,0
F004908,"Lamb, chop, with bone, chump, semi-trimmed, raw",0.0,F004899,88.1,0
F004908,"Lamb, chop, with bone, chump, semi-trimmed, raw",0.0,F004831,11.9,0
F004907,"Lamb, chop, with bone, chump, semi-trimmed, grilled, no added fat",0.0,F004898,86.52,0
F004907,"Lamb, chop, with bone, chump, semi-trimmed, grilled, no added fat",0.0,F004830,13.48,0
F004911,"Lamb, chop, with bone, chump, untrimmed, raw",0.0,F004899,75.21,0
F004911,"Lamb, chop, with bone, chump, untrimmed, raw",0.0,F004831,24.79,0
F004910,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",0.0,F004898,77.32,0
F004910,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",0.0,F004830,22.68,0
F004927,"Lamb, diced, lean, casseroled, no added fat",-32.0,F005121,100.0,1055
F004931,"Lamb, diced, untrimmed, raw",0.0,F004928,98.09,0
F004931,"Lamb, diced, untrimmed, raw",0.0,F004831,1.91,0
F004932,"Lamb, diced, untrimmed, stir-fried, no added fat",0.0,F004929,97.76,0
F004932,"Lamb, diced, untrimmed, stir-fried, no added fat",0.0,F004830,2.24,0
F004930,"Lamb, diced, untrimmed, casseroled, no added fat",0.0,F004830,2.24,0
F004930,"Lamb, diced, untrimmed, casseroled, no added fat",0.0,F004927,97.76,0
F004838,"Lamb, boneless dice or strips, lean, raw",0.0,F004928,50.0,0
F004838,"Lamb, boneless dice or strips, lean, raw",0.0,F005121,50.0,0
F004839,"Lamb, boneless dice or strips, lean, stir-fried, no added fat",0.0,F004929,50.0,0
F004839,"Lamb, boneless dice or strips, lean, stir-fried, no added fat",0.0,F005122,50.0,0
F004837,"Lamb, boneless dice or strips, lean, casseroled, no added fat",0.0,F004927,50.0,0
F004837,"Lamb, boneless dice or strips, lean, casseroled, no added fat",0.0,F005120,50.0,0
F004841,"Lamb, boneless dice or strips, untrimmed, raw",0.0,F005125,50.0,0
F004841,"Lamb, boneless dice or strips, untrimmed, raw",0.0,F004931,50.0,0
F004842,"Lamb, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F004932,50.0,0
F004842,"Lamb, boneless dice or strips, untrimmed, stir-fried, no added fat",0.0,F005126,50.0,0
F004840,"Lamb, boneless dice or strips, untrimmed, casseroled, no added fat",0.0,F005124,50.0,0
F004840,"Lamb, boneless dice or strips, untrimmed, casseroled, no added fat",0.0,F004930,50.0,0
F004951,"Lamb, eye of loin, untrimmed, raw",0.0,F004948,97.4,0
F004951,"Lamb, eye of loin, untrimmed, raw",0.0,F004831,2.6,0
F004950,"Lamb, eye of loin, untrimmed, microwaved, no added fat",0.0,F004947,98.2,0
F004950,"Lamb, eye of loin, untrimmed, microwaved, no added fat",0.0,F004830,1.8,0
F005075,"Lamb, roasting piece, shoulder, semi-trimmed, raw",0.0,F005074,87.71,0
F005075,"Lamb, roasting piece, shoulder, semi-trimmed, raw",0.0,F004831,12.29,0
F005076,"Lamb, roasting piece, shoulder, semi-trimmed, roasted, no added fat",0.0,F005067,89.93,0
F005076,"Lamb, roasting piece, shoulder, semi-trimmed, roasted, no added fat",0.0,F004830,10.07,0
F005077,"Lamb, roasting piece, shoulder, untrimmed, raw",0.0,F005074,76.97,0
F005077,"Lamb, roasting piece, shoulder, untrimmed, raw",0.0,F004831,23.03,0
F005078,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",0.0,F005067,74.7,0
F005078,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",0.0,F004830,25.3,0
F004887,"Lamb, chop, with bone, forequarter, semi-trimmed, raw",0.0,F004885,76.53,0
F004887,"Lamb, chop, with bone, forequarter, semi-trimmed, raw",0.0,F004831,23.47,0
F004886,"Lamb, chop, with bone, forequarter, semi-trimmed, grilled, no added fat",0.0,F004884,84.44,0
F004886,"Lamb, chop, with bone, forequarter, semi-trimmed, grilled, no added fat",0.0,F004830,15.56,0
F004888,"Lamb, chop, with bone, forequarter, untrimmed, raw",0.0,F004885,67.74,0
F004888,"Lamb, chop, with bone, forequarter, untrimmed, raw",0.0,F004831,32.25,0
F004883,"Lamb, chop, with bone, forequarter, grilled, no added fat",0.0,F004884,79.7,0
F004883,"Lamb, chop, with bone, forequarter, grilled, no added fat",0.0,F004830,20.3,0
F004921,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, raw",0.0,F004919,82.35,0
F004921,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, raw",0.0,F004831,17.65,0
F004920,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, grilled, no added fat",0.0,F004918,80.92,0
F004920,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, grilled, no added fat",0.0,F004830,19.08,0
F004923,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",0.0,F004919,77.35,0
F004923,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",0.0,F004831,22.65,0
F004922,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",0.0,F004918,76.96,0
F004922,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",0.0,F004830,23.04,0
F004956,"Lamb, fillet, untrimmed, raw",0.0,F004954,94.6,0
F004956,"Lamb, fillet, untrimmed, raw",0.0,F004831,5.4,0
F004955,"Lamb, fillet, untrimmed, grilled, no added fat",0.0,F004953,97.7,0
F004955,"Lamb, fillet, untrimmed, grilled, no added fat",0.0,F004830,2.3,0
F005015,"Lamb, leg roast, semi-trimmed, raw",0.0,F005013,93.1,0
F005015,"Lamb, leg roast, semi-trimmed, raw",0.0,F004831,6.9,0
F005016,"Lamb, leg roast, semi-trimmed, roasted, no added fat",0.0,F005014,93.49,0
F005016,"Lamb, leg roast, semi-trimmed, roasted, no added fat",0.0,F004830,6.51,0
F005017,"Lamb, leg roast, untrimmed, raw",0.0,F005013,83.19,0
F005017,"Lamb, leg roast, untrimmed, raw",0.0,F004831,16.8,0
F005018,"Lamb, leg roast, untrimmed, roasted, no added fat",0.0,F005014,85.67,0
F005018,"Lamb, leg roast, untrimmed, roasted, no added fat",0.0,F004830,14.34,0
F005037,"Lamb, loin chop, semi-trimmed, raw",0.0,F005027,88.76,0
